skuid,descr,datedue,dateordered,qtyprinted,qtyordered,priority,notes,imps,printstack
FIX-6,"Low Stock","2017-06-16 00:00:00","2017-06-14 00:00:00",500,500,50,,268,22
"NC-GS-M Tabs",WTS,"2017-07-05 00:00:00","2017-06-15 00:00:00",125,125,5,,10,600
MHW-S,WTS,"2017-06-16 00:00:00","2017-06-15 00:00:00",200,200,6,,312,17
"SRP Tabs",WTS,"2017-06-16 00:00:00","2017-06-16 00:00:00",225,225,1,,16,250
"SWI - Quick Start",WTS,"2017-06-16 00:00:00","2017-06-16 00:00:00",1500,1500,1,,1,500
SRP-S,WTS,"2017-06-16 00:00:00","2017-06-16 00:00:00",210,200,1,,174,30
"CS-ABC Tabs",WTS,"2017-06-20 00:00:00","2017-06-16 00:00:00",100,100,2,,5,250
AUH-S,WTS,"2017-06-19 00:00:00","2017-06-16 00:00:00",100,100,0,,348,15
RRR-S,WTS,"2017-06-19 00:00:00","2017-06-19 00:00:00",60,60,0,,192,30
FN1-T,WTS,"2017-06-19 00:00:00","2017-06-19 00:00:00",100,100,0,,254,20
TTC-T,WTS,"2017-06-19 00:00:00","2017-06-19 00:00:00",100,100,0,,123,45
PZ-ZCO,"60 printed sets - 540 decks","2017-06-19 00:00:00","2017-06-19 00:00:00",540,540,0,"60 printed sets - 540 total finished decks",96,24
EIS-LCO,"250 printed sets, 500 finished decks","2017-06-19 00:00:00","2017-06-19 00:00:00",250,250,0,"250 printed sets, 500 finished decks",96,20
AUH-T,WTS,"2017-06-19 00:00:00","2017-06-19 00:00:00",75,75,1,"WTS - Notes",317,18
WRP-S,WTS,"2017-06-19 00:00:00","2017-06-19 00:00:00",60,60,6,,242,25
LDP-SB,WTS,"2017-06-19 00:00:00","2017-06-19 00:00:00",102,100,0,,176,34
FMF-TB,WTS,"2017-06-20 00:00:00","2017-06-20 00:00:00",60,60,1,,273,20
MHW-T,WTS,"2017-06-20 00:00:00","2017-06-20 00:00:00",100,100,1,,285,20
MFI-A-TB,WTS,"2017-06-20 00:00:00","2017-06-20 00:00:00",20,20,7,,254,20
MFI-B-TB,WTS,"2017-06-20 00:00:00","2017-06-20 00:00:00",20,20,7,,304,20
BH-TB,WTS,"2017-06-20 00:00:00","2017-06-20 00:00:00",75,75,8,,124,50
RBW,WTS,"2017-06-20 00:00:00","2017-06-20 00:00:00",150,150,9,,133,40
EIL-3,WTS,"2017-06-21 00:00:00","2017-06-20 00:00:00",100,100,9,,168,35
USH-T,"Low Stock","2017-06-22 00:00:00","2017-06-20 00:00:00",30,30,10,,277,20
AFF-TB,"Low Stock","2017-06-20 00:00:00","2017-06-20 00:00:00",50,50,10,,82,30
HSE-S-P,"Low Stock","2017-06-22 00:00:00","2017-06-20 00:00:00",100,100,10,,28,200
BH-S,"Low Stock","2017-06-22 00:00:00","2017-06-20 00:00:00",200,200,11,,224,18
PAL-WSB,"Low Stock","2017-06-22 00:00:00","2017-06-20 00:00:00",30,30,12,,274,20
SIMP-C,"Low Stock","2017-06-22 00:00:00","2017-06-20 00:00:00",250,250,13,,105,45
EIS-PSO,"Low Stock","2017-06-22 00:00:00","2017-06-20 00:00:00",150,150,14,"150 cut in half yields 300 sets.",18,10
FIX-1-SB,"Low Stock","2017-06-22 00:00:00","2017-06-20 00:00:00",200,200,15,,128,40
SRH-BL,WTS,"2017-07-05 00:00:00","2017-06-20 00:00:00",150,150,12,,63,40
"TEE-T ",WTS,"2017-07-05 00:00:00","2017-06-20 00:00:00",100,100,10,,103,50
TEE-S,"Low Stock","2017-06-22 00:00:00","2017-06-20 00:00:00",250,250,17,,148,35
CS-A,WTS,"2017-06-23 00:00:00","2017-06-20 00:00:00",40,40,20,,345,15
CS-B,"Low Stock","2017-06-23 00:00:00","2017-06-20 00:00:00",20,20,21,,338,10
CS-C,"Low Stock","2017-06-23 00:00:00","2017-06-20 00:00:00",20,20,22,,376,15
FMF-S,WTS,"2017-06-23 00:00:00","2017-06-23 00:00:00",100,100,5,,280,20
FIX-1-SB,WTS,"2017-06-23 00:00:00","2017-06-23 00:00:00",200,200,5,,128,40
FIX-1-SB,"Low Stock","2017-06-27 00:00:00","2017-06-23 00:00:00",1000,1000,500,"See Pete before continuing.",128,40
MHW-S,WTS,"2017-06-26 00:00:00","2017-06-23 00:00:00",300,300,6,,312,17
SIMP-A,"Low Stock","2017-06-30 00:00:00","2017-06-26 00:00:00",800,800,50,,113,45
LTW-SW1,WTS,"2017-06-28 00:00:00","2017-06-26 00:00:00",400,400,2,,154,35
LTW-TG1,WTS,"2017-06-28 00:00:00","2017-06-26 00:00:00",37,37,2,,362,15
"SWP-P-B Tabs",WTS,"2017-06-28 00:00:00","2017-06-27 00:00:00",100,100,3,,4,100
SWP-ABC-B-TABS,WTS,"2017-06-28 00:00:00","2017-06-27 00:00:00",150,150,3,,10,125
SWP-A-P,WTS,"2017-06-28 00:00:00","2017-06-27 00:00:00",50,50,4,,194,30
SWP-PK-P,WTS,"2017-06-28 00:00:00","2017-06-27 00:00:00",15,15,4,,217,25
CS-P1,WTS,"2017-06-29 00:00:00","2017-06-27 00:00:00",20,20,5,,329,18
CS-P2,WTS,"2017-06-28 00:00:00","2017-06-27 00:00:00",20,20,5,,327,18
SWP-P1-BL,WTS,"2017-06-28 00:00:00","2017-06-27 00:00:00",10,10,6,,222,12
MHW-T,"Low Stock","2017-06-29 00:00:00","2017-06-27 00:00:00",100,100,7,,285,20
USH-T,"WTS - Palletize","2017-07-10 00:00:00","2017-06-27 00:00:00",1400,1400,10,"CC (450036) - Deliver by 7/18/17.",277,20
PAL-RT,"Low Stock","2017-06-29 00:00:00","2017-06-28 00:00:00",100,100,7,,169,20
WHB-T,WTS,"2017-06-30 00:00:00","2017-06-29 00:00:00",200,200,2,,268,18
WHB-S,WTS,"2017-06-30 00:00:00","2017-06-29 00:00:00",200,200,9,,296,15
"SW2 Tabs",WTS,"2017-07-03 00:00:00","2017-06-30 00:00:00",924,924,2,,12,104
"SIM Tabs",WTS,"2017-07-25 00:00:00","2017-06-30 00:00:00",924,924,2,"Part of August Sales",5,250
TTC-T,"WTS - ASAP","2017-07-03 00:00:00","2017-06-30 00:00:00",300,300,1,,123,45
SICC-B-SB,Overprint,"2017-06-30 00:00:00","2017-06-30 00:00:00",90,90,5,,186,30
FMF-S,"WTS - ASAP","2017-07-03 00:00:00","2017-07-03 00:00:00",100,100,1,,280,20
AUH-S,"WTS - ASAP","2017-07-03 00:00:00","2017-07-03 00:00:00",4,4,1,,348,15
SRN-B,WTS,"2017-07-03 00:00:00","2017-07-03 00:00:00",200,200,1,,126,35
AUH-S,WTS,"2017-07-03 00:00:00","2017-07-03 00:00:00",100,100,2,"Short 110# Blue Card Stock",348,15
SWP-ABC-B-TABS,WTS,"2017-07-05 00:00:00","2017-07-03 00:00:00",125,100,3,,10,125
"SWP-P-B Tabs",WTS,"2017-07-05 00:00:00","2017-07-03 00:00:00",100,100,4,,4,100
PLS-P,WTS,"2017-07-05 00:00:00","2017-07-03 00:00:00",30,30,6,,167,35
FIX-3-SB,WTS,"2017-07-05 00:00:00","2017-07-03 00:00:00",100,100,6,,130,40
FIX-4,WTS,"2017-07-05 00:00:00","2017-07-03 00:00:00",100,100,7,,264,22
EIL-4,WTS,"2017-07-05 00:00:00","2017-07-03 00:00:00",100,100,8,,166,35
MHW-S,WTS,"2017-07-05 00:00:00","2017-07-03 00:00:00",300,300,9,,312,17
MHW-T,WTS,"2017-07-05 00:00:00","2017-07-03 00:00:00",100,100,10,,285,20
CS-PK,WTS,"2017-07-06 00:00:00","2017-07-03 00:00:00",20,20,11,,311,15
CS-P2,WTS,"2017-07-06 00:00:00","2017-07-03 00:00:00",20,20,12,,327,18
CS-A,WTS,"2017-07-06 00:00:00","2017-07-03 00:00:00",70,70,13,,345,15
SWP-A-BL,WTS,"2017-07-06 00:00:00","2017-07-03 00:00:00",40,40,14,,194,30
SWP-B-BL,WTS,"2017-07-06 00:00:00","2017-07-03 00:00:00",30,30,14,,186,30
SWP-P2-BL,WTS,"2017-07-06 00:00:00","2017-07-03 00:00:00",20,20,14,,299,10
SWP-PK-BL,WTS,"2017-07-06 00:00:00","2017-07-03 00:00:00",15,15,14,,216,25
CS-PK12-Tabs,WTS,"2017-07-05 00:00:00","2017-07-04 00:00:00",350,250,5,,5,100
"CS-ABC Tabs",WTS,"2017-07-05 00:00:00","2017-07-04 00:00:00",250,250,5,,5,250
"NC-GS-H Tabs",WTS,"2017-07-05 00:00:00","2017-07-04 00:00:00",125,125,5,,8,600
NC-GS-H,WTS,"2017-07-05 00:00:00","2017-07-04 00:00:00",30,30,5,,352,17
NC-GS-M,WTS,"2017-07-05 00:00:00","2017-07-04 00:00:00",30,30,6,,440,13
SRP-S,WTS,"2017-07-05 00:00:00","2017-07-04 00:00:00",50,50,10,,174,30
LTW-SW2,WTS,"2017-07-10 00:00:00","2017-07-04 00:00:00",300,300,20,"Be sure to use newest file.",156,35
LTW-TG2,WTS,"2017-07-10 00:00:00","2017-07-04 00:00:00",175,175,20,"Be sure to use newest file.",358,16
NC-GS-PG,WTS,"2017-07-05 00:00:00","2017-07-05 00:00:00",30,30,1,,183,32
LDP-T,WTS,"2017-07-06 00:00:00","2017-07-06 00:00:00",100,100,2,,206,25
FMF-S,WTS,"2017-07-06 00:00:00","2017-07-06 00:00:00",100,100,3,,280,20
RRR-S,WTS,"2017-07-06 00:00:00","2017-07-06 00:00:00",75,75,4,,192,30
FMF-TB,WTS,"2017-07-06 00:00:00","2017-07-06 00:00:00",50,50,5,,273,20
"SLA-B (old)",WTS,"2017-07-06 00:00:00","2017-07-06 00:00:00",50,50,6,,132,40
WHB-S,WTS,"2017-07-07 00:00:00","2017-07-06 00:00:00",100,100,13,,296,15
LTW-SW2,WTS,"2017-07-10 00:00:00","2017-07-08 00:00:00",25,25,20,,156,35
FN1-T,WTS,"2017-07-10 00:00:00","2017-07-10 00:00:00",100,100,5,,254,20
FIX-3-SB,WTS,"2017-07-11 00:00:00","2017-07-11 00:00:00",200,200,5,,130,40
"SWI - Quick Start","WTS - ASAP","2017-07-11 00:00:00","2017-07-11 00:00:00",2500,2500,1,,1,500
NC-GS-H,WTS,"2017-07-11 00:00:00","2017-07-11 00:00:00",30,30,1,,352,17
MHW-S,WTS,"2017-07-11 00:00:00","2017-07-11 00:00:00",100,100,7,,312,17
MHW-T,WTS,"2017-07-11 00:00:00","2017-07-11 00:00:00",100,100,9,,285,20
FIX-4-SB,WTS,"2017-07-12 00:00:00","2017-07-11 00:00:00",100,100,11,,128,45
SBC-B,WTS,"2017-07-12 00:00:00","2017-07-11 00:00:00",100,100,13,,61,50
AFF-TB,WTS,"2017-07-12 00:00:00","2017-07-11 00:00:00",100,100,15,,82,30
FMF-S,"Low Stock","2017-07-12 00:00:00","2017-07-11 00:00:00",200,200,17,,280,20
FIX-4,"Low Stock","2017-07-12 00:00:00","2017-07-11 00:00:00",100,100,19,,264,22
FIX-3,"Low Stock","2017-07-12 00:00:00","2017-07-11 00:00:00",100,100,21,,262,22
BH-S,WTS,"2017-07-12 00:00:00","2017-07-11 00:00:00",300,300,23,,224,18
BFG-B,WTS,"2017-07-14 00:00:00","2017-07-11 00:00:00",100,100,4,,84,70
SWP-B-BL,WTS,"2017-07-12 00:00:00","2017-07-11 00:00:00",40,40,27,,186,30
SWP-A-P,WTS,"2017-07-12 00:00:00","2017-07-11 00:00:00",40,40,29,,194,30
SWP-PK-P,WTS,"2017-07-12 00:00:00","2017-07-11 00:00:00",30,30,31,,217,25
SWP-A-BL,WTS,"2017-07-12 00:00:00","2017-07-11 00:00:00",30,30,33,,194,30
SWP-P1-BL,WTS,"2017-07-12 00:00:00","2017-07-11 00:00:00",20,20,35,,222,12
CS-P1,WTS,"2017-07-13 00:00:00","2017-07-11 00:00:00",30,30,37,,329,18
CS-B,WTS,"2017-07-13 00:00:00","2017-07-11 00:00:00",40,40,10,,338,10
CS-C,WTS,"2017-07-17 00:00:00","2017-07-11 00:00:00",30,30,10,,376,15
SWP-PK-BL,WTS,"2017-07-13 00:00:00","2017-07-11 00:00:00",15,15,43,,216,25
CS-PK,WTS,"2017-07-13 00:00:00","2017-07-11 00:00:00",20,20,45,,311,15
MFI-A-TB,WTS,"2017-07-13 00:00:00","2017-07-11 00:00:00",20,20,47,,254,20
NC-GS-M,"Low Stock","2017-07-13 00:00:00","2017-07-11 00:00:00",20,20,49,,440,13
SICC-A-TB,WTS,"2017-07-13 00:00:00","2017-07-11 00:00:00",40,40,5,,156,30
SWP-ABC-B-TABS,WTS,"2017-07-13 00:00:00","2017-07-12 00:00:00",200,200,5,,10,125
"SWP-P-B Tabs",WTS,"2017-07-13 00:00:00","2017-07-12 00:00:00",100,100,6,,4,100
EIL-1,WTS,"2017-07-13 00:00:00","2017-07-13 00:00:00",35,35,1000,,156,25
EIL-2,WTS,"2017-07-13 00:00:00","2017-07-13 00:00:00",35,35,1000,,158,35
EIL-3,WTS,"2017-07-13 00:00:00","2017-07-13 00:00:00",35,35,1000,,168,35
TEE-S,WTS,"2017-07-13 00:00:00","2017-07-13 00:00:00",400,400,1,,148,35
SIMP-B,WTS,"2017-07-14 00:00:00","2017-07-13 00:00:00",400,400,10,,107,45
DDD-B,WTS,"2017-07-14 00:00:00","2017-07-13 00:00:00",42,30,2,,120,50
AUH-S,WTS,"2017-07-14 00:00:00","2017-07-13 00:00:00",100,100,3,,348,15
MHW-S,WTS,"2017-07-14 00:00:00","2017-07-13 00:00:00",200,200,5,"110 lb. Blue Cardstock to arrive end of day Wednesday.",312,17
HSE-S-P,WTS,"2017-07-14 00:00:00","2017-07-13 00:00:00",100,100,2,,28,200
WHB-S,WTS,"2017-07-14 00:00:00","2017-07-14 00:00:00",100,100,6,,296,15
WHB-T,WTS,"2017-07-14 00:00:00","2017-07-14 00:00:00",100,100,7,,268,18
TTC-T,WTS,"2017-07-14 00:00:00","2017-07-14 00:00:00",135,100,8,,123,45
SRN-B,WTS,"2017-07-17 00:00:00","2017-07-14 00:00:00",200,200,9,,126,35
WRP-S,WTS,"2017-07-14 00:00:00","2017-07-14 00:00:00",60,60,3,,242,25
AFF-S,"44 hole and 3 hole punch books/covers","2017-07-19 00:00:00","2017-07-14 00:00:00",10,10,1,"Ship Monday, July 31st.Order 456856",169,30
FMF-S,"44 hole and 3 hole punch books/covers","2017-07-19 00:00:00","2017-07-14 00:00:00",10,10,1,"Ship Monday, July 31st. Order 456856",280,20
NC-GS-H,WTS,"2017-07-17 00:00:00","2017-07-17 00:00:00",30,30,1,,352,17
"SRP Tabs",WTS,"2017-07-21 00:00:00","2017-07-18 00:00:00",800,800,4,,16,250
FIX-2-SB,WTS,"2017-07-18 00:00:00","2017-07-18 00:00:00",250,250,2,,130,35
MFI-C-TB,WTS,"2017-07-19 00:00:00","2017-07-19 00:00:00",10,10,5,,406,15
MHW-T,WTS,"2017-07-19 00:00:00","2017-07-19 00:00:00",100,100,5,,285,20
"TEE-T ",WTS,"2017-07-19 00:00:00","2017-07-19 00:00:00",100,100,6,,103,50
PAL-WSB,WTS,"2017-07-19 00:00:00","2017-07-19 00:00:00",75,75,7,,274,20
ACS-B,WTS,"2017-07-19 00:00:00","2017-07-19 00:00:00",100,100,8,,164,30
WSP-BL,WTS,"2017-07-19 00:00:00","2017-07-19 00:00:00",50,50,9,,301,20
"EIS-TB e2p1",WTS,"2017-07-19 00:00:00","2017-07-19 00:00:00",100,100,12,"Yield 200",138,35
EIS-LCO,WTS,"2017-07-19 00:00:00","2017-07-19 00:00:00",100,100,13,"Yields 200",96,20
PZ-ZCO,WTS,"2017-07-19 00:00:00","2017-07-19 00:00:00",24,23,13,"Yields 207",96,24
SRP-S,WTS,"2017-07-19 00:00:00","2017-07-19 00:00:00",700,700,55,,174,30
SRH-BL,WTS,"2017-07-19 00:00:00","2017-07-19 00:00:00",50,50,14,,63,40
SWP-PK-BL,WTS,"2017-07-19 00:00:00","2017-07-19 00:00:00",20,20,15,,216,25
SWP-A-BL,WTS,"2017-07-19 00:00:00","2017-07-19 00:00:00",30,30,17,,194,30
SWP-P2-BL,WTS,"2017-07-19 00:00:00","2017-07-19 00:00:00",20,20,19,,299,10
CS-A,WTS,"2017-07-19 00:00:00","2017-07-19 00:00:00",30,30,21,,345,15
"TLC ",WTS,"2017-07-19 00:00:00","2017-07-19 00:00:00",50,50,23,,121,22
CS-P2,WTS,"2017-07-19 00:00:00","2017-07-19 00:00:00",20,20,25,,327,18
FMF-S,"Low Stock","2017-07-24 00:00:00","2017-07-20 00:00:00",500,500,20,,280,20
LDP-T,"Low Stock","2017-07-24 00:00:00","2017-07-20 00:00:00",200,200,22,,206,25
SRN-B,"Low Stock","2017-07-24 00:00:00","2017-07-20 00:00:00",300,300,24,,126,35
WHB-S,"WTS - ASAP","2017-07-21 00:00:00","2017-07-20 00:00:00",60,60,1,,296,15
RRR-S,"Low Stock","2017-07-21 00:00:00","2017-07-21 00:00:00",100,100,20,,192,30
NC-GS-PG,"Low Stock","2017-07-21 00:00:00","2017-07-21 00:00:00",100,100,20,,183,32
TTC-T,"Low Stock","2017-07-21 00:00:00","2017-07-21 00:00:00",100,100,20,,123,45
WRP-S,WTS,"2017-07-21 00:00:00","2017-07-21 00:00:00",100,100,20,,242,25
USH-T,WTS,"2017-07-21 00:00:00","2017-07-21 00:00:00",500,500,15,,277,20
CS-A,WTS,"2017-07-26 00:00:00","2017-07-24 00:00:00",30,30,19,,345,15
HSE-S-P,WTS,"2017-07-24 00:00:00","2017-07-24 00:00:00",200,200,1,,28,200
MHW-S,WTS,"2017-07-25 00:00:00","2017-07-24 00:00:00",150,150,1,,312,17
FIX-2-SB,WTS,"2017-07-25 00:00:00","2017-07-24 00:00:00",225,225,3,,130,35
FIX-1-SB,WTS,"2017-07-25 00:00:00","2017-07-24 00:00:00",200,200,5,,128,40
WHB-S,WTS,"2017-07-25 00:00:00","2017-07-24 00:00:00",100,100,7,,296,15
FN2-S,WTS,"2017-07-25 00:00:00","2017-07-24 00:00:00",100,100,9,,262,23
LDP-SB,WTS,"2017-07-25 00:00:00","2017-07-24 00:00:00",100,100,11,,176,34
AUH-T,WTS,"2017-07-25 00:00:00","2017-07-24 00:00:00",60,60,13,,317,18
EIL-5,WTS,"2017-07-25 00:00:00","2017-07-24 00:00:00",100,100,15,,165,35
FMF-TB,WTS,"2017-07-26 00:00:00","2017-07-24 00:00:00",100,100,17,,273,20
SIMP-B,WTS,"2017-07-26 00:00:00","2017-07-24 00:00:00",500,500,21,,107,45
WRP-T,WTS,"2017-07-26 00:00:00","2017-07-24 00:00:00",50,50,23,,192,30
AUH-S,WTS,"2017-07-26 00:00:00","2017-07-24 00:00:00",120,120,25,,348,15
LTW-SW1,WTS,"2017-07-27 00:00:00","2017-07-24 00:00:00",325,325,27,,154,35
LTW-TG1,WTS,"2017-07-26 00:00:00","2017-07-24 00:00:00",235,235,29,,362,15
BH-TB,"Low Stock","2017-07-27 00:00:00","2017-07-24 00:00:00",100,100,32,,124,50
FN2-T,"Low Stock","2017-07-27 00:00:00","2017-07-24 00:00:00",50,50,33,,262,23
PAL-WT,"Low Stock","2017-07-27 00:00:00","2017-07-24 00:00:00",100,100,35,,206,25
WHB-T,"Low Stock","2017-07-27 00:00:00","2017-07-24 00:00:00",100,100,1,,268,18
FIX-3,WTS,"2017-07-25 00:00:00","2017-07-25 00:00:00",100,100,16,,262,22
FIX-3-SB,WTS,"2017-07-25 00:00:00","2017-07-25 00:00:00",200,200,17,,130,40
FIX-1,WTS,"2017-07-26 00:00:00","2017-07-25 00:00:00",200,200,30,,230,25
FIX-4,WTS,"2017-07-27 00:00:00","2017-07-25 00:00:00",100,100,31,,264,22
MHW-S,WTS,"2017-07-27 00:00:00","2017-07-25 00:00:00",100,100,31,,312,17
EIS-LCO,WTS,"2017-07-28 00:00:00","2017-07-26 00:00:00",120,120,32,"120 yields 240 sets.",96,20
PZ-ZCO,WTS,"2017-07-28 00:00:00","2017-07-26 00:00:00",30,30,32,"30 yields 270 sets.",96,24
"EIS-TB e2p1",WTS,"2017-07-28 00:00:00","2017-07-26 00:00:00",100,100,32,"100 yields 200 books.",138,35
FIX-1-SB,WTS,"2017-07-28 00:00:00","2017-07-27 00:00:00",400,400,31,,128,40
SRP-S,WTS,"2017-07-31 00:00:00","2017-07-27 00:00:00",200,200,32,,174,30
"SRP Tabs",WTS,"2017-07-31 00:00:00","2017-07-27 00:00:00",600,600,32,,16,250
"SW2 Tabs","WTS - 100 minimum","2017-08-04 00:00:00","2017-07-27 00:00:00",1648,1648,2,"Tabs matched up to existing binder inventory.",12,104
LTW-SW1,WTS,"2017-07-31 00:00:00","2017-07-28 00:00:00",400,400,28,,154,35
FIX-1,WTS,"2017-08-01 00:00:00","2017-08-01 00:00:00",200,200,2,,230,25
NC-GS-H,WTS,"2017-08-01 00:00:00","2017-08-01 00:00:00",30,30,4,,352,17
NC-GS-M,WTS,"2017-08-01 00:00:00","2017-08-01 00:00:00",30,30,4,,440,13
WHB-S,WTS,"2017-08-01 00:00:00","2017-08-01 00:00:00",100,100,2,,296,15
"SRH-B Tabs",WTS,"2017-08-02 00:00:00","2017-08-01 00:00:00",225,225,5,,10,120
EIL-3,WTS,"2017-08-01 00:00:00","2017-08-01 00:00:00",60,60,6,,168,35
PAL-RSB2,WTS,"2017-08-02 00:00:00","2017-08-01 00:00:00",50,50,1,,108,30
"PAL-RS Readers (pack","WTS - ASAP","2017-08-02 00:00:00","2017-08-02 00:00:00",50,50,1,,60,100
PAL-RSB1,"WTS - ASAP","2017-08-02 00:00:00","2017-08-02 00:00:00",50,50,1,,103,30
PLS-BL,"WTS - ASAP","2017-08-02 00:00:00","2017-08-02 00:00:00",30,30,1,,245,25
FIX-3,WTS,"2017-08-02 00:00:00","2017-08-02 00:00:00",150,150,2,,262,22
MHW-T,WTS,"2017-08-02 00:00:00","2017-08-02 00:00:00",100,100,3,,285,20
FIX-2-SB,WTS,"2017-08-02 00:00:00","2017-08-02 00:00:00",285,250,5,,130,35
FIX-3-SB,WTS,"2017-08-02 00:00:00","2017-08-02 00:00:00",160,150,10,,130,40
PAL-RT,WTS,"2017-08-02 00:00:00","2017-08-02 00:00:00",100,100,15,,169,20
FN1-T,WTS,"2017-08-02 00:00:00","2017-08-02 00:00:00",50,50,20,,254,20
BH-S,WTS,"2017-08-02 00:00:00","2017-08-02 00:00:00",100,100,25,,224,18
CS-B,WTS,"2017-08-02 00:00:00","2017-08-02 00:00:00",30,30,30,,338,10
SWP-P1-BL,WTS,"2017-08-03 00:00:00","2017-08-02 00:00:00",10,10,1,,222,12
AFF-TB,WTS,"2017-08-03 00:00:00","2017-08-02 00:00:00",75,75,35,,82,30
FIX-4-SB,WTS,"2017-08-03 00:00:00","2017-08-02 00:00:00",75,75,40,,128,45
SQ-B,WTS,"2017-08-03 00:00:00","2017-08-02 00:00:00",30,30,45,,98,50
RRR-TB,WTS,"2017-08-03 00:00:00","2017-08-02 00:00:00",50,50,50,,196,28
MHW-S,WTS,"2017-08-03 00:00:00","2017-08-02 00:00:00",150,150,55,,312,17
SIMP-C,WTS,"2017-08-03 00:00:00","2017-08-02 00:00:00",150,150,1,,105,45
MFI-B-TB,WTS,"2017-08-04 00:00:00","2017-08-02 00:00:00",20,20,65,,304,20
AUH-T,WTS,"2017-08-04 00:00:00","2017-08-02 00:00:00",50,50,70,,317,18
FIX-5-SB,WTS,"2017-08-04 00:00:00","2017-08-02 00:00:00",50,50,75,,132,35
LTL-S,WTS,"2017-08-04 00:00:00","2017-08-02 00:00:00",75,75,80,,87,50
SRH-BL,WTS,"2017-08-11 00:00:00","2017-08-02 00:00:00",30,30,6,,63,40
FIX-6-SB,WTS,"2017-08-04 00:00:00","2017-08-02 00:00:00",50,50,90,,132,35
SRP-S,WTS,"2017-08-04 00:00:00","2017-08-02 00:00:00",100,100,95,,174,30
FIX-1-SB,WTS,"2017-08-07 00:00:00","2017-08-02 00:00:00",400,400,10,,128,40
SIMP-A,WTS,"2017-08-04 00:00:00","2017-08-02 00:00:00",250,250,5,,113,45
USH-T,WTS,"2017-08-04 00:00:00","2017-08-02 00:00:00",120,100,110,,277,20
LTW-SW2,WTS,"2017-08-04 00:00:00","2017-08-02 00:00:00",200,200,115,,156,35
LTW-TG2,WTS,"2017-08-04 00:00:00","2017-08-02 00:00:00",75,75,115,,358,16
"PAL-RF Instructions",WTS,"2017-08-03 00:00:00","2017-08-03 00:00:00",500,500,2,,1,500
WRP-S,WTS,"2017-08-04 00:00:00","2017-08-04 00:00:00",50,50,10,,242,25
FIX-1,WTS,"2017-08-07 00:00:00","2017-08-04 00:00:00",250,250,12,,230,25
NC-GS-H,WTS,"2017-08-04 00:00:00","2017-08-04 00:00:00",30,30,3,,352,17
"NC-GS-H Tabs",WTS,"2017-08-04 00:00:00","2017-08-04 00:00:00",100,100,3,,8,600
TTC-T,WTS,"2017-08-07 00:00:00","2017-08-05 00:00:00",150,150,15,,123,45
NC-GS-M,WTS,"2017-08-08 00:00:00","2017-08-07 00:00:00",30,30,3,,440,13
WTW-S,WTS,"2017-08-08 00:00:00","2017-08-08 00:00:00",100,100,5,,198,30
TEE-S,WTS,"2017-08-08 00:00:00","2017-08-08 00:00:00",100,100,5,,148,35
SIMP-C,WTS,"2017-08-08 00:00:00","2017-08-08 00:00:00",100,100,7,,105,45
WRP-T,WTS,"2017-08-08 00:00:00","2017-08-08 00:00:00",30,30,9,,192,30
CAH-S,WTS,"2017-08-08 00:00:00","2017-08-08 00:00:00",180,180,4,,302,18
CAH-T,WTS,"2017-08-08 00:00:00","2017-08-08 00:00:00",170,170,10,,274,21
LTW-SW1,WTS,"2017-08-09 00:00:00","2017-08-08 00:00:00",500,500,15,,154,35
LTW-TG1,WTS,"2017-08-09 00:00:00","2017-08-08 00:00:00",75,75,15,,362,15
LTW-SW2,WTS,"2017-08-09 00:00:00","2017-08-08 00:00:00",100,100,15,,156,35
LTW-TG2,WTS,"2017-08-09 00:00:00","2017-08-08 00:00:00",50,50,15,,358,16
FMF-S,"WTS - ASAP","2017-08-09 00:00:00","2017-08-09 00:00:00",250,250,1,,280,20
FIX-2,WTS,"2017-08-09 00:00:00","2017-08-09 00:00:00",200,200,3,,258,22
FIX-2-SB,WTS,"2017-08-09 00:00:00","2017-08-09 00:00:00",200,200,5,,130,35
SICC-B-TB,WTS,"2017-08-09 00:00:00","2017-08-09 00:00:00",60,30,4,,168,30
SWP-A-P,WTS,"2017-08-10 00:00:00","2017-08-09 00:00:00",65,65,4,,194,30
SWP-ABC-B-TABS,WTS,"2017-08-10 00:00:00","2017-08-09 00:00:00",200,200,1,,10,125
WHB-S,WTS,"2017-08-10 00:00:00","2017-08-09 00:00:00",105,100,6,,296,15
SWP-B-P,WTS,"2017-08-10 00:00:00","2017-08-10 00:00:00",50,50,1,,187,30
FIX-3-SB,WTS,"2017-08-10 00:00:00","2017-08-10 00:00:00",100,100,3,,130,40
FIX-3,WTS,"2017-08-10 00:00:00","2017-08-10 00:00:00",110,100,0,,262,22
FIX-1-SB,WTS,"2017-08-10 00:00:00","2017-08-10 00:00:00",100,100,4,,128,40
USH-T,"WTS - ASAP","2017-08-10 00:00:00","2017-08-10 00:00:00",20,20,0,,277,20
FIX-4,WTS,"2017-08-10 00:00:00","2017-08-10 00:00:00",30,30,1,,264,22
FN1-S,WTS,"2017-08-10 00:00:00","2017-08-10 00:00:00",44,40,1,,254,22
FN1-T,WTS,"2017-08-10 00:00:00","2017-08-10 00:00:00",22,20,2,,254,20
FN2-S,WTS,"2017-08-10 00:00:00","2017-08-10 00:00:00",23,20,3,,262,23
SIMP-A,WTS,"2017-08-10 00:00:00","2017-08-10 00:00:00",125,125,6,"Use up pre-punched front covers.",113,45
